# Pathway	CSM9X23N_Abundance	HSM6XRQY_Abundance	HSM7J4NY_Abundance	HSMA33KE_Abundance	HSMA33OT_Abundance	MSM6J2QD_Abundance
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_longicatena	0	0	0	3.50218e-05	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_hallii	0	0	0	4.99044e-05	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_hallii_CAG_12	0	0	0	0.00013142	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_ramulus	0	0	0	3.69814e-05	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	8.80465e-05	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000413163	0	0	6.01283e-05	0.000281392	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Flavonifractor.s__Flavonifractor_plautii	0	0	0	0.00018114	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0.000276147	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	5.86054e-05	4.68252e-05	0	0.000161956	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lawsonibacter.s__Lawsonibacter_asaccharolyticus	0	0	0	6.3991e-05	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	0.000387926	0	0	0.000211958	0.000816801	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	8.42284e-05	0.00134769	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	0	0.000162184	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0.00035601	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_faecis	0.000131572	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	0.000423836	8.81652e-05	0.0176072	0.000986104	0.00271756	0.00428078
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.0068958	0.00806886	0	0.00541217	0.00863654	0.0133454
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_caccae	0.00032989	0	0	0.000232559	0.000128214	0.00429113
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	0.000645734	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0.000123821	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_finegoldii	0.000501495	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	6.40405e-06	0.000668838	0	0.000492211	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.000353535	0	0.000143371	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	0.000169303	0.000963359	0	0.000449783	0.000212775	0.0019286
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.000637062	0.000362989	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.00205873	0.00307428	0	0.00178343	0.00186418	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	0.00143199	0.00212231	0	0.00106683	0.00116705	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens	2.08498e-05	0	0	0.000246969	0.000295497	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Blautia.s__Blautia_wexlerae	0	4.49785e-05	0	5.30269e-05	6.64425e-05	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Blautia.s__Ruminococcus_gnavus	0	7.67022e-05	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Blautia.s__Ruminococcus_torques	0	0	0	0.000283212	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000631075	7.36424e-05	0	0.000100491	0.00029922	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Flavonifractor.s__Flavonifractor_plautii	0	7.57742e-05	0	4.01446e-05	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis	0.000301922	0	0	0.000121205	0.000567378	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	9.75764e-05	0.000378471	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0.000729161	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	6.74987e-05	8.81331e-05	0	0.000479657	0.000287844	0.00307705
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.00884022	0.00981909	0.0337798	0.00728814	0.00927013	0.0194572
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0.000269801	0	0	0.000271031	0	0.00340738
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_dorei	0.000382214	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0.000120707	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_finegoldii	0.000550124	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	0	0.000504966	0	0.000248739	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.000375374	0	0.000163782	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0.000177414	0.00103154	0	0.000304014	4.54966e-05	0.00243695
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.000718234	0.000401444	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.00177659	0.00263888	0	0.00141133	0.00210269	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	0.0015941	0.0021417	0	0.00121388	0.0014272	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	3.36251e-05	0	0	0.00035423	0.000154017	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0.000359738	0	0	0.000187988	0.000675641	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	9.28341e-05	0.000605152	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	0	0.000135382	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0.000443435	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	0	0	0	0.000182114	0	0.00381803
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.0100909	0.010282	0	0.00817262	0.0150124	0.017822
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0.000316393	0	0	0.000198863	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_dorei	0.000134301	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0.000124625	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_finegoldii	0.000524239	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	0	0.000524174	0	0.000238516	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.000496158	0	0.000184464	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	5.25982e-05	0.000414795	0	0.000105277	8.73508e-05	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.000662596	0.00036124	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.00238597	0.00355657	0	0.00192161	0.00207749	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	2.00347e-05	0	0	0.000360296	0.000102951	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Blautia.s__Ruminococcus_torques	0	0	0	0.000550445	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.00039096	0	0	0.000107484	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Flavonifractor.s__Flavonifractor_plautii	0	9.34314e-05	0	9.36804e-05	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0.000324762	0	0	0.000114516	0.000671954	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	0.000203149	0	0	0.000873736	0.000960888	0
PWY-7234: inosine-5'-phosphate biosynthesis III	0	0.00052488	0.00851572	0.00151213	0.00116283	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Alistipes.s__Alistipes_finegoldii	0	0	0	9.22298e-05	0	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0.000104451	6.49092e-05	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0.000318844	0
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	0	0	0	0.000437479	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation	0.0113127	0.00421237	0.0483096	0.00587415	0.00426759	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Anaerostipes.s__Anaerostipes_hadrus	0	9.53368e-05	0	0.000291958	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Bacteroides.s__Bacteroides_fragilis	0.00012886	0.00106951	0	0.000619465	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.000430557	0	0.000113936	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Bacteroides.s__Bacteroides_ovatus	0.000170644	0.00078277	0	0.000569125	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0.000846226	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Bacteroides.s__Bacteroides_xylanisolvens	0.000207508	0	0	0.000661639	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Blautia.s__Blautia_wexlerae	0	0	0	6.99074e-05	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Blautia.s__Ruminococcus_torques	0	3.1346e-05	0	0.00141919	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Dorea.s__Dorea_longicatena	0	0	0	0.000155733	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Dorea.s__Dorea_longicatena_CAG_42	0	0	0	8.7742e-05	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	3.81148e-05	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000695984	0	0	5.28528e-05	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Flavonifractor.s__Flavonifractor_plautii	5.87184e-05	9.3484e-05	0	0.000190151	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	5.0295e-05	7.75838e-05	0	0.000273046	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Parabacteroides.s__Parabacteroides_distasonis	0.00133158	0	0.00964427	0.000518126	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Roseburia.s__Roseburia_inulinivorans	8.71258e-06	4.97467e-05	0	0	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Roseburia.s__Roseburia_inulinivorans_CAG_15	1.16272e-05	4.78271e-05	0	0	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	0.000831242	0	0	0.000704332	0.000313886	0
PWY-7242: D-fructuronate degradation	0.00101659	0.00189416	0	0.00110349	0.00108067	0
PWY-7242: D-fructuronate degradation|g__Bacteroides.s__Bacteroides_fragilis	2.67285e-05	0.000319916	0	0.000191808	0	0
PWY-7242: D-fructuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000294212	0.000112434	0	8.60359e-05	0	0
PWY-7242: D-fructuronate degradation|unclassified	0	7.62738e-05	0	0.000260173	0.000630619	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.00856733	0.00641631	0	0.00818331	0.00381544	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.000125402	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bacteroides.s__Bacteroides_eggerthii	0.00103122	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	0	0.000468159	0	0.000212958	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.000310864	0	0.000121369	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Blautia.s__Ruminococcus_torques	0	0	0	0.000620754	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Dorea.s__Dorea_longicatena_CAG_42	0	0	0	7.7141e-05	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Eubacterium.s__Eubacterium_hallii	0	0	0	7.19441e-05	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Eubacterium.s__Eubacterium_hallii_CAG_12	0	0	0	0.000146553	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000206385	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0.000201505	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	0.000308584	0	0	0.000688652	0.000529627	0
PWY-7254: TCA cycle VII (acetate-producers)	0	0	0	0	0.000895386	0
PWY-7254: TCA cycle VII (acetate-producers)|unclassified	0	0	0	0	0.000784656	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	0.00718893	0.00316884	0	0.00453325	0.00398633	0.00897707
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Bacteroides.s__Bacteroides_fragilis	2.46427e-05	0.000642256	0	6.35638e-05	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Bacteroides.s__Bacteroides_ovatus	4.73957e-05	0.00037015	0	0.000136005	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Bacteroides.s__Bacteroides_uniformis	0.00214613	0	0	0.000632962	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.0013605	0	0	0.000466119	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0.000251732	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|unclassified	0	0	0	0	0.00106817	0
PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)	0.000156858	0.000273886	0	0.000546363	0	0
PWY-7312: dTDP-D-&beta;-fucofuranose biosynthesis	0	0.00762839	0	0	0.000686024	0
PWY-7312: dTDP-D-&beta;-fucofuranose biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	0	0.00418136	0	0	0.000570834	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0.00459052	4.57308e-05	0	0	0.000588788	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.00234552	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	0	4.35907e-05	0	0	0.000525019	0
PWY-7316: dTDP-N-acetylviosamine biosynthesis	0	0.00144809	0	0	0	0
PWY-7316: dTDP-N-acetylviosamine biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	0	0.00116102	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.00155615	0.000920981	0	0.00308384	0.00265646	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	0.000127423	0	0	0.000334008	0	0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0	9.35506e-05	0	0.000109235	0	0
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	0.00061992	0.000446756	0	0.00165044	0	0
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis|unclassified	0.000105099	0	0	8.78323e-05	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	0.00615552	0.00243383	0	0.00463411	0.00292734	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.000160954	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_fragilis	2.64467e-05	0.000722753	0	4.15158e-05	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_ovatus	3.77442e-05	0.000387036	0	9.66709e-05	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis	0.00172934	0	0	0.000687591	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.00107377	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_xylanisolvens	5.24718e-05	0	0	0.000384217	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Ruminococcus_torques	0	5.19812e-05	0	0.000557846	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Dorea.s__Dorea_longicatena_CAG_42	0	0	0	8.20653e-05	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Eubacterium.s__Eubacterium_hallii	0	0	0	3.04843e-05	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Eubacterium.s__Eubacterium_hallii_CAG_12	0	0	0	7.95779e-05	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000193254	0.000220328	0	7.17348e-05	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0.000201731	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	4.01874e-05	7.78615e-05	0	0.000451739	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0.000103747	0.000401356	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0.000126935	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Roseburia.s__Roseburia_faecis	0.000201049	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	0.000140602	0	0	0.00021886	0.000261212	0
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	0	0	0	9.64653e-05	0	0
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Alistipes.s__Alistipes_finegoldii	0	0	0	9.20646e-05	0	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0.000316801	0.000388417	0.0168833	0.001109	0	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	0	0	0	0.000196611	0	0
PWY-7385: 1,3-propanediol biosynthesis (engineered)	0	0.000133014	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.00222487	0.00317528	0	0.00131751	0.00119647	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Bacteroides.s__Bacteroides_vulgatus	0.00113127	0.00147349	0	0.00068703	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified	0	0	0	0	0.000850504	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.00329364	0.00123228	0	0.00591345	0.00279763	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.00015069	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Anaerotignum.s__Anaerotignum_lactatifermentans	0	0	0	0.000141234	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Blautia.s__Ruminococcus_torques	0	6.55851e-05	0	0.000988882	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Dorea.s__Dorea_formicigenerans	0	0	0	2.09162e-05	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Dorea.s__Dorea_formicigenerans_CAG_28	0	0	0	2.92551e-05	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0.000138113	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Eubacterium.s__Eubacterium_hallii_CAG_12	0	0	0	0.00014785	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	0.00011414	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000700023	0	0	0.000115012	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Flavonifractor.s__Flavonifractor_plautii	0	0	0	0.000144554	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0.000267155	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	4.80552e-05	0	0.000224771	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0.000113739	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	0	0.000168206	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Roseburia.s__Roseburia_faecis	0.000144473	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Roseburia.s__Roseburia_sp_CAG_471	0	0	0	0.000103323	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|unclassified	0.000807271	0	0	0.000997941	0.00110302	0
PWY-7456: mannan degradation	0.00127093	0.000713811	0	0.0024241	0.00196212	0.00829384
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	0.00902024	0.00956207	0	0.0058586	0.00360717	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_dorei	0.000257288	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_faecis	0	0	0	9.86391e-05	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_fragilis	0	0.000224905	0	4.09606e-05	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.000508231	0	0.000119297	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_ovatus	0	0.000225197	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_stercoris	0	0.00057525	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.000689394	0.000228025	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_uniformis	0.00127043	0	0	0.000507964	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.00199849	0	0	0.00052584	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_vulgatus	0.00119983	0.0019712	0	0.000983706	0.000718775	0
